users,precision,recall,mape,commonResto
pVj37cy4Y6FfH9YIlEhsZA,0.0,0.0,1.0,0
q5OhW8ne_hteHo6xLHNUPg,0.0,0.0,NaN,0
yHykh6VFpsH_V62bRaq3FQ,0.0,0.0,NaN,0
PHQ1uBpt3MLlDl3jzEs4QA,0.0,0.0,1.0,0
BP4ZKnXMDkBZ5Z1tBfGHQg,0.0,0.0,1.0,0
QqkTSDnhyCXJqe5y8PdT2A,0.0,0.0,1.0,0
Tf3VaWx72MWrLJiuaEbftw,0.08,0.2857142857142857,0.7142857142857143,2
L8GB1sEXJrVfR-UsDRjI-g,0.0,0.0,1.0,0
lBIfa3INjAj_z2_amlnq3w,0.0,0.0,1.0,0
ULgXqB_bArS3uN4Qo_KvZQ,0.04,0.0625,0.9375,1
8EPHywVzuKnevp2zAzbMug,0.0,0.0,1.0,0
X5whw8WcB8dVZGZ5vGnSLg,0.0,0.0,NaN,0
KC6RQlajTSBY-VrZeme2hA,0.0,0.0,NaN,0
wxaAnhOsEpXj-kK7qBdMSA,0.0,0.0,1.0,0
h9y55WNNg7SYg3kQwzTMmQ,0.0,0.0,1.0,0
RX1D12KuO7FDcLZR5AOVrQ,0.0,0.0,NaN,0
4xyYBC5MIe-GfDj6kAdAFw,0.0,0.0,1.0,0
2_J91lZzqXOYyYeNcVd2YQ,0.12,0.13636363636363635,0.8636363636363636,3
JDwWpPAaKiLpwGVjsvxAHA,0.0,0.0,1.0,0
HgCv2lm-GuACRanD7bSqyA,0.0,0.0,1.0,0
YEDnTf7d6RyXKEHDGqi9tg,0.04,0.1,0.9,1
WFYg4CL8ZIeeQ-N9m31EOA,0.0,0.0,NaN,0
V2eaG6oyce4W_RRlYq9TRg,0.0,0.0,1.0,0
wdeWt5VqTW26PAeQsVg73g,0.0,0.0,1.0,0
B4Rwp0SUYwO8lgSHVT9w5g,0.0,0.0,NaN,0
VcG1-3tggl1JQHL1JWjAww,0.0,0.0,1.0,0
zsJFjhBQEFQ6gJ7BsNM_Ug,0.0,0.0,1.0,0
148jNH5eI1ZHXLOm1DHiFg,0.0,0.0,1.0,0
5DcDiCJETu5EklCDdXtnLw,0.0,0.0,NaN,0
fYJGKhZK2FZckYWDMdCooA,0.0,0.0,NaN,0
tWBLn4k1M7PLBtAtwAg73g,0.0,0.0,1.0,0
PPoyAvsh-x8-DWws-tPpjw,0.0,0.0,1.0,0
-B4Cf2XLkPr9qMlLPHJAlw,0.0,0.0,NaN,0
k58KNO8Rya-q8njKq8-uBQ,0.0,0.0,1.0,0
mu0HokS1Ly9_QZDRHEPQ8A,0.0,0.0,NaN,0
98mza_ogSAgNS8tGY9G1bA,0.0,0.0,1.0,0
LmWO_u9v7e1vMJlNykjUoA,0.0,0.0,1.0,0
v5z-MFUNA4zApZXW-omJnA,0.0,0.0,NaN,0
eMcT_F41kJzVtAiTPDzIUA,0.0,0.0,1.0,0
R1reG7vADOsjbw388rH88Q,0.0,0.0,1.0,0
OiRnzvW40RQ6tqcgk4jv1Q,0.0,0.0,1.0,0
V_9bVLNL6dI06ijG4o-zwA,0.04,0.125,0.875,1
_RvEDmpbQZulEdAV590QKg,0.0,0.0,NaN,0
Kib7CLruGTMwG57uRWCPHQ,0.0,0.0,NaN,0
1bgWnqxHdMCIvmuRcJWKIA,0.0,0.0,1.0,0
0Je69cYTpxTkVT-06Dj6Xw,0.04,0.07142857142857142,0.9285714285714286,1
aX6_Pf3njB-H3FrqgnNJ2g,0.08,0.03773584905660377,0.9622641509433962,2
PFNZVn73upq3oZDG2KnAqA,0.0,0.0,1.0,0
AIY5EY9dF8ZyvNsIohrX5Q,0.0,0.0,1.0,0
cdpO0F0kGP07FVCRp8RBXw,0.08,0.3333333333333333,0.6666666666666666,2
PW_75-OTzdPzQvNrAkNqBA,0.0,0.0,1.0,0
6ueevtufcbKSu9ZT5DofvA,0.0,0.0,NaN,0
Ukfww2y_kkyYkt66DB8B-Q,0.0,0.0,NaN,0
_1UbhUyIKUxBV3pKwPCB9Q,0.0,0.0,1.0,0
UlDSb1B22ON7WXcY3JbmNQ,0.0,0.0,NaN,0
ADx3PGAOX_ZaYywIf6i-ZA,0.0,0.0,1.0,0
eeBt7Uo5FOXwvaLIeW3fGA,0.0,0.0,NaN,0
w4eoQ02N63vHK6ClfV1Azw,0.0,0.0,NaN,0
uz5-sq6wHrXScrIWb8r1Mg,0.0,0.0,1.0,0
kxz6Q2AERQeo9x6nnbHZNg,0.0,0.0,NaN,0
d8Nz9m-8pYosZKPjd9yNBA,0.04,0.037037037037037035,0.9629629629629629,1
ltg5Pgd5x7K7zpYtXxMPZA,0.0,0.0,NaN,0
DOZtiJTh6ZYsZJcXgPrdBg,0.0,0.0,NaN,0
kilYR6-636Evw11BOkxpQQ,0.04,0.05555555555555555,0.9444444444444444,1
eZHvHgAqGw3x4uLXL3J8KA,0.0,0.0,NaN,0
c7TTh6A7ELnkNThQ5fmWMQ,0.0,0.0,NaN,0
B8opqyAy30zdPyr4gQkhLA,0.0,0.0,1.0,0
Nq6e5N8bjgD9B46O4va_zA,0.0,0.0,1.0,0
ulk3n0JW8tWnQ83C7m8z9A,0.04,0.030303030303030304,0.9696969696969697,1
djpMXOA1ic5wv3FPtubHNw,0.0,0.0,NaN,0
XIkPvspzRAoEp7McGt9rdw,0.0,0.0,1.0,0
u4iBXHU_ZCUIXymxkcsHdA,0.0,0.0,NaN,0
ngBDdwtpgtfFc9LNQT2Lzg,0.0,0.0,1.0,0
NHM8o6MxOKiRasbRS0oswA,0.0,0.0,1.0,0
t9e9-sMgkg0DhNHzstc1Ww,0.0,0.0,NaN,0
EyYVD9n7PlYYLTSEQ5t14w,0.04,0.09090909090909091,0.9090909090909091,1
Rg-86Gr5Oe8ODoMUfr1M1Q,0.0,0.0,NaN,0
Bf-X9oxiiRvzgrwguUWoeg,0.0,0.0,NaN,0
hFvLG_m26hYMx1UGQSpaEg,0.04,0.041666666666666664,0.9583333333333334,1
Lf6gOscwjsCKM4OKDdtDyw,0.0,0.0,1.0,0
gQ7jvafqJcnCG-ZPGFORmw,0.0,0.0,1.0,0
0Zswwlz4NzUJoG-skyWzIw,0.04,0.02702702702702703,0.972972972972973,1
PWSPlt5Oy1KRSWGjRg5tIg,0.0,0.0,NaN,0
ftVevYWc9CQvPSRv5AMiVQ,0.0,0.0,1.0,0
YlQDJExT8gHHcXMiv9geQw,0.04,0.05555555555555555,0.9444444444444444,1
5AKt52TW50eWHk9Ia03uzg,0.16,0.11428571428571428,0.8857142857142857,4
Ub9vmuhYMCgzzWEynAbXDA,0.0,0.0,1.0,0
J2Aii7GdFK7Caxem6pk7rQ,0.0,0.0,NaN,0
XQeuQoE2dtxEmMTp2GyHVg,0.0,0.0,1.0,0
dEDId4Rp2JpblIfYIoH00w,0.0,0.0,1.0,0
xzdEPPOsLzRiHN9Z3nPKag,0.0,0.0,NaN,0
jwctwzboGhQmtC50Juxa9A,0.08,0.044444444444444446,0.9555555555555556,2
iJCtRAlSvxiUuKlVAnsq0A,0.0,0.0,NaN,0
z6gseuVl0cR7tRLQa_DXuQ,0.0,0.0,1.0,0
3uWCWMWcrn8YSH_qBvlr6w,0.0,0.0,1.0,0
KMPR0rb2m0YbLpWXrqp20w,0.04,0.14285714285714285,0.8571428571428571,1
CBMGR5XJedQOyXfDnS9KMw,0.04,0.05555555555555555,0.9444444444444444,1
Ed7eipVLDWj967zsxUQ5QQ,0.0,0.0,1.0,0
XNbrAATnVNAg1eTjMjn-pA,0.0,0.0,1.0,0
aOjGZMoekjWcarvDwDx5Sg,0.0,0.0,1.0,0
VqO3p3fs8_G2VIgkCQpGJQ,0.04,0.1111111111111111,0.8888888888888888,1
FnZiPH0v5_SPsivENc028w,0.0,0.0,NaN,0
qNiQbJRKCmcf59FqY-pWUw,0.0,0.0,1.0,0
Wbzv0brigvzcvoucryBBsg,0.0,0.0,1.0,0
_ZsXsLg6rHvCzud00Pgk7w,0.0,0.0,1.0,0
USUw_VT31ygQ9JkEc6nPsg,0.0,0.0,NaN,0
6eCgSb66TE1LeiWPPBPnTg,0.0,0.0,1.0,0
QVea-T9JgZ6p-vMX0aymJw,0.0,0.0,NaN,0
QlRsVCCytArycuuKSyUBLg,0.0,0.0,1.0,0
Jyi0WJt0UfGdEg0grR38ZA,0.0,0.0,NaN,0
szscXVvV67KKYbFA9v65vA,0.0,0.0,1.0,0
ZBqNftYtyiyfF0cMjnS1fw,0.04,0.16666666666666666,0.8333333333333334,1
SiX9g5tXACCcsjvWXERxkw,0.0,0.0,NaN,0
oZfEvCP9JMYzIp13AF2sPw,0.0,0.0,1.0,0
D-71neazoCYYQkgHnS92FQ,0.0,0.0,1.0,0
srFEzTF-89_TipnEEs8ATg,0.0,0.0,1.0,0
xotSWLK2liRhww_dHDa14Q,0.0,0.0,1.0,0
n5HCox_qsCR-DidvPzyctA,0.0,0.0,1.0,0
twEVyqxAvddhoqlhEDjfOA,0.08,0.15384615384615385,0.8461538461538461,2
UGW-9bbBEB3eP1o6mWD_WA,0.0,0.0,NaN,0
4D6LLuJfao_eHGA6XZR-bA,0.0,0.0,1.0,0
-9RU4LuI_TfYgv9rBijJoQ,0.0,0.0,1.0,0
4Tb8jDrTqY_HtgZPBx8RjQ,0.0,0.0,1.0,0
rKEJfzCIV0AXKo0kdzPBgQ,0.0,0.0,NaN,0
qxuJk8rRr2Fm7OphnzOkoQ,0.0,0.0,1.0,0
_XUoAGyj9svx4691YX2iYA,0.0,0.0,1.0,0
z6VZrWNIAVw8Nv1w065tLg,0.0,0.0,NaN,0
VrMaL32wWNed_DjOcsO3Ng,0.0,0.0,1.0,0
tzTUyZuKFsqKn2L8RrqixA,0.0,0.0,1.0,0
9skLwb3MaL7AJbDB6kHFiQ,0.0,0.0,NaN,0
uLQJAaULt91a263PsRyEqQ,0.0,0.0,NaN,0
-hUgrj7Lzir3yLUYrMYQ4g,0.0,0.0,NaN,0
m7z-tX6XDZ27xGhGjnI21w,0.04,0.1,0.9,1
wSHVgeTB-4xCopHun51eVA,0.0,0.0,NaN,0
zwDazUH1n6KLmWmJXJj7Rg,0.0,0.0,NaN,0
fRVNHAl2RjosC67Y67G3cA,0.08,0.18181818181818182,0.8181818181818182,2
OzGlDEQ_vzH8QU9NBRs-pw,0.0,0.0,NaN,0
4YyVKh2S5XlxQi9RtNmVew,0.0,0.0,1.0,0
e6OZfbZXq4OuPRQlOqO8Ww,0.08,0.3333333333333333,0.6666666666666666,2
GvIJqIr7GcbGUUxxrgXg2A,0.0,0.0,1.0,0
7OjUhdATOsekdIQSE6TS4A,0.0,0.0,NaN,0
8d3sjUvNdekV0BJfxgjQmw,0.0,0.0,1.0,0
qj8x2P16RHrgW_A5uwN0Cg,0.0,0.0,1.0,0
DCcweTztEpGjZrtHhCWMcQ,0.04,0.05263157894736842,0.9473684210526315,1
6mn-M3f75hdynz245p-fBA,0.0,0.0,NaN,0
UzhbEOOqmbINTJo6K9PH_Q,0.0,0.0,NaN,0
8D8mjeNaJ3DGhl0WX8copA,0.0,0.0,1.0,0
l_1t7rGsuKI_Po60ttCPcw,0.0,0.0,1.0,0
HwodZGDA0-u9PRZx8a-1VQ,0.0,0.0,1.0,0
B423jsaQkyodGbGyiIGLXA,0.0,0.0,NaN,0
hBb-5i6Jux-VtklhWorT5Q,0.0,0.0,NaN,0
Y1zzn6_oMo6RXl9rlwy6Iw,0.04,0.5,0.5,1
IAhSc_6mKxOCAUJVxDYeKg,0.04,0.25,0.75,1
xuqQgmcc6SSjbQ5EQ1wGxg,0.0,0.0,1.0,0
m4fBjPA4SSIzQaNtr45Uow,0.0,0.0,1.0,0
VZJ8zIZ-B3RKGddjeCI8tg,0.0,0.0,NaN,0
T9f3M6hFs6R3ayRc0QCTwQ,0.0,0.0,NaN,0
FwkBQO-lA-EgkA8t_EHqfw,0.0,0.0,1.0,0
PXZaBTK4M6GK80ZosOUZ9A,0.0,0.0,1.0,0
NW2MS8tAqoDNSnjxdlTYfQ,0.0,0.0,NaN,0
1HFkcIGKY7-e9vCsc8PX5g,0.0,0.0,NaN,0
UC27mopi9fL9lVoSyonwSQ,0.0,0.0,1.0,0
7DjD9A_D66bzJvheaw4xbw,0.08,0.09090909090909091,0.9090909090909091,2
p1F0HCgAggNfneVlFofTkA,0.04,0.045454545454545456,0.9545454545454546,1
AVVEFYHmFUa9oUhy2DIQFA,0.0,0.0,1.0,0
Bc0Mv-QnUPKiq8xFLCbw4g,0.0,0.0,NaN,0
5fqHDnZYDODFOitqFzf0Ag,0.0,0.0,1.0,0
V_4GSrSg7AK_5wXs9TrBbg,0.0,0.0,NaN,0
J56C7Dc9E7Q0mpMTJGW6Qw,0.0,0.0,NaN,0
qAxAyUFLQU5LJwPcOUgR7A,0.0,0.0,NaN,0
zo2vscKNvDzXWj7YOrdJVA,0.0,0.0,NaN,0
HWLr60IBXAy9HD23W3Xmfg,0.0,0.0,1.0,0
ecz36SJvMT_zjiIJ-K4KfA,0.0,0.0,NaN,0
CvIEHZF79KLrpNachZzDjA,0.0,0.0,NaN,0
Jx3dP4kkKonDSrWCRH_oMw,0.0,0.0,1.0,0
_GCtk6kjbArSxiPPLlAfMA,0.0,0.0,1.0,0
HFurhLE0MnG8wHQ6EcPuuQ,0.0,0.0,1.0,0
I_3AUfSj6nXecO1xivgWLQ,0.0,0.0,1.0,0
6qFgbBGrcRlgZNb8jOd9LQ,0.0,0.0,1.0,0
gPK2AKr-UA_7hZus80SSng,0.0,0.0,1.0,0
u3mM0u8DokmP2iGpGZsyPQ,0.0,0.0,1.0,0
uCdmtWpEku3xLa-ScQabKA,0.04,0.06666666666666667,0.9333333333333333,1
-m0KTRk0c901-4b-BN34Gg,0.0,0.0,NaN,0
NNZykLM6PhJzDa6gFytfhg,0.0,0.0,NaN,0
TGT3T6FMq5xivl_W8HiuDg,0.0,0.0,1.0,0
OJDOFhFlUdYLsKLeXL2ulg,0.0,0.0,NaN,0
gnT-tmrXE3BupwTODOREvQ,0.04,0.05263157894736842,0.9473684210526315,1
Dy_RhvtedHyYcP3mK5ZKtA,0.04,0.1111111111111111,0.8888888888888888,1
9CLeV9xLunJ6XTWuTzeJEg,0.0,0.0,1.0,0
2AAIpyvPPCeQMi1_FKjNXw,0.12,0.1875,0.8125,3
kAH6j6zwpg-Vy505f0RBtQ,0.0,0.0,1.0,0
_3WlbW1RkJmyKMMqLPYorA,0.04,0.09090909090909091,0.9090909090909091,1
0sOleKBI26BKfpW0SEG6Fw,0.0,0.0,NaN,0
z66KKknqWzFBWZb0GbEi2g,0.04,0.038461538461538464,0.9615384615384616,1
kYKSQELBdsV6qmO3f_cl1w,0.04,0.02857142857142857,0.9714285714285714,1
ZS_SiPpiLocKfYNjRZTeww,0.0,0.0,NaN,0
a5IiFbcKjqAKRoQlcA5bnw,0.0,0.0,1.0,0
XChCfeJ6Yx2NDJIpIgRhyg,0.0,0.0,NaN,0
iIe1gtgyLqV0ZBbArDQkvg,0.04,0.125,0.875,1
3gXn9Wh6c_bjoBWVqqpX3Q,0.0,0.0,1.0,0
qZa2urX00YWHs-jRcWgUqw,0.04,0.09090909090909091,0.9090909090909091,1
-eRl2zFyQP5Hv7ZdCyN7YA,0.04,0.25,0.75,1
G-6X-llgA_qAxGxocykHzQ,0.12,0.10344827586206896,0.896551724137931,3
CA1N8B5ZkSiUJeOXYcWImg,0.04,0.16666666666666666,0.8333333333333334,1
3UY0P5vAPTavFNTqqE2nVw,0.0,0.0,NaN,0
nOSWGrjT4HIpDohLAOpgLw,0.12,0.15789473684210525,0.8421052631578947,3
nefYrZL3vAdTd9SBPf8kPg,0.0,0.0,1.0,0
bBgVmpAjLTRnipPlRun_Rw,0.0,0.0,1.0,0
GlxJs5r01_yqIgb4CYtiog,0.0,0.0,1.0,0
i_6lhTVqIRsZvggvZp7lng,0.0,0.0,NaN,0
mrlKomGQpegzaj9gis_g7w,0.0,0.0,1.0,0
KnkiyXZDt8hVdq_kw1iWuw,0.0,0.0,1.0,0
EiP1OFgs-XGcKZux0OKWIA,0.0,0.0,1.0,0
PKzDP0808qB1cC_0GReBJA,0.08,0.07407407407407407,0.9259259259259259,2
hUTnmW9QkmnjzQlpcV-4Ew,0.16,0.19047619047619047,0.8095238095238095,4
U-hWiEpEZo_-Xv4Qgrs9Tw,0.04,0.07142857142857142,0.9285714285714286,1
zWWcik1fRPZviBCQLC26FQ,0.04,0.1111111111111111,0.8888888888888888,1
xmRpmPg3dcKk79r7c1b0bg,0.0,0.0,NaN,0
2RosvaxvSKX0YY1VVmg-fg,0.0,0.0,1.0,0
x2o4DyS9DUUTD2S0vwlDCQ,0.04,0.3333333333333333,0.6666666666666666,1
9RMhYy5rL1WHwCOCmu6pVQ,0.0,0.0,1.0,0
B7IvZ26ZUdL2jGbYsFVGxQ,0.0,0.0,1.0,0
tjA-Hm1USeqJIbh1ZcnMQw,0.0,0.0,1.0,0
TX5kwQLpKUDvNf4mfdaH3Q,0.04,0.06666666666666667,0.9333333333333333,1
yHakD_sjdUAzLQWLslmUfg,0.0,0.0,NaN,0
xdYAjnWeAHQfcLH7c2l4OQ,0.0,0.0,NaN,0
ZUsS5CjWh4YrPVi4Hi3Y6Q,0.0,0.0,1.0,0
6l0uXKSp04vXjH3M7WFR2Q,0.0,0.0,NaN,0
JVbqMyicxGWlEVPpyo6gpQ,0.0,0.0,NaN,0
XbWP6vAli3waJ0iR_lcjOg,0.0,0.0,1.0,0
XOGr0PWBsD1q2RgteHdUEQ,0.0,0.0,1.0,0
NAcOrPUT_8kze3cXhym_SQ,0.0,0.0,1.0,0
8-GTQbes8cfy5QRpjVy7bg,0.0,0.0,NaN,0
7kfJk_NtOslC9jPk2Koz3g,0.0,0.0,1.0,0
TGrZk61ja7X1ijAGW5lNmg,0.0,0.0,1.0,0
NgP1fwHk6Q2Je5AVS_HEyg,0.0,0.0,1.0,0
KHR6p9KJ79De-ilLI9yb2w,0.0,0.0,1.0,0
JjrpeIkmuhk9Ab_5HEsqyw,0.04,0.09090909090909091,0.9090909090909091,1
p_fas65QL25jqfV2tSSnQQ,0.0,0.0,1.0,0
ys-6BWxpS1BpUkHZA9oLqQ,0.0,0.0,NaN,0
n0NK74Q99koPIhLpGPeyDw,0.0,0.0,1.0,0
eJcoQzdJRAD1ZLatG4Z3ww,0.0,0.0,NaN,0
Inm5AJK0HS5lJHyhMDnl4Q,0.0,0.0,NaN,0
LTnCcTKbS-SBQlFGJ5Jm7g,0.0,0.0,NaN,0
0gtEsazPeHr5rj2IAsZePg,0.04,0.058823529411764705,0.9411764705882353,1
5L6jkxWlbBO3YWP6kQ2VrQ,0.0,0.0,1.0,0
8HCEPF0IflyB690Q745fKg,0.0,0.0,1.0,0
dayNT2ayiN_XoU_IWf5lTg,0.0,0.0,1.0,0
o-5MEqwSsiHKiPNL09e54g,0.08,0.10526315789473684,0.8947368421052632,2
qHwj63QRTu_rWWGMNuoQlg,0.0,0.0,NaN,0
LB5ViGU59ww2XRCx803t0w,0.0,0.0,1.0,0
23o7tyUGlC6FCDVcyqLeFA,0.04,0.058823529411764705,0.9411764705882353,1
GZODRhmi-uUWKmWntTXujw,0.12,0.08571428571428572,0.9142857142857143,3
rUnWDIvD-NxKDNEkr3h4fw,0.0,0.0,1.0,0
P2E31XC7SP4v_3hXC2o0Xw,0.0,0.0,1.0,0
xa1OD39IctvaqrXc8--BFw,0.0,0.0,1.0,0
Y4z3BTL8lOHo6E7BcxItIQ,0.08,0.2,0.8,2
IgPXs-Vpd3p_POXau4szFg,0.08,0.09523809523809523,0.9047619047619048,2
3TO57GGnBVoW7vfsWQCoBg,0.0,0.0,1.0,0
L0JvK1BtEe5Yz_rmclfcQA,0.0,0.0,1.0,0
vtoiZ0SFtO51-xvEVTdIYQ,0.0,0.0,1.0,0
cOhKXszEeOB1YqX_-KiSoA,0.0,0.0,NaN,0
y1ZxiCnd_8O0yF4aN4qxiQ,0.0,0.0,1.0,0
EjA7rcw9F7By6GFQ7-t9WQ,0.0,0.0,NaN,0
rLl5jjjUK1crVfzbXoQrTA,0.0,0.0,1.0,0
C5HjsWQz-Algu8ej8DnjSA,0.04,0.06666666666666667,0.9333333333333333,1
cCpiu1GqdzxlvANKuiAp0Q,0.0,0.0,1.0,0
TK8Nf2vUC_aJgtDlBNAoBA,0.0,0.0,NaN,0
QJTC5x9yHycwvZwmYdR4IQ,0.08,0.13333333333333333,0.8666666666666667,2
tbNXzrBqG6WTnKZK66WjXQ,0.0,0.0,1.0,0
70fCsZ_nRu8hg7jNLpllDA,0.12,0.17647058823529413,0.8235294117647058,3
ZKPCtlsIMjvMxmdskoCVmA,0.0,0.0,1.0,0
vagqjAyiD13vKiL46OOo6g,0.0,0.0,NaN,0
JiJsVyj2_SgwZz61xBq0Zw,0.0,0.0,NaN,0
Tjv5bBtJ-Z_CLiY-rheG2g,0.04,0.045454545454545456,0.9545454545454546,1
xA1Ak4QJ_WE_8Nadpi8IhA,0.04,0.1111111111111111,0.8888888888888888,1
ea3HFxRRo4gZOmlDle8IPA,0.0,0.0,1.0,0
mg0xz_HZvoDtv2zWm1YHZg,0.04,0.125,0.875,1
EhO5C7t3yfGFLvsTyK5PPw,0.0,0.0,NaN,0
yaWnpONXlvdXbi36aKcznw,0.0,0.0,1.0,0
8C8Ml7hj1zxyhcChk1TESQ,0.0,0.0,1.0,0
evVWx24x25S09LKJeb53xA,0.08,0.2222222222222222,0.7777777777777778,2
dmjjDNiYRTyuCI3-Zmm8Pw,0.0,0.0,NaN,0
yT_QCcnq-QGipWWuzIpvtw,0.04,0.03571428571428571,0.9642857142857143,1
U3Y7xT8KZwQilb__FGHeIQ,0.0,0.0,1.0,0
VK5wB63rEMb5Hp-9OCPs1g,0.0,0.0,1.0,0
rGd8YUtvhSdMm8-9cMdQ4Q,0.04,0.09090909090909091,0.9090909090909091,1
tjTrsF-CpDnTcclX-3sCTw,0.0,0.0,1.0,0
S8HIOziA2iGj6oZ3l_yd9g,0.0,0.0,1.0,0
RAOZ3SzKlmxY3iDIlBb0dw,0.0,0.0,NaN,0
ljaDy_lIKNWr2MfjV6Mt9w,0.0,0.0,NaN,0
SkpCulULgiBfLc4lV8vx2g,0.0,0.0,1.0,0
kteNzDbDmsatpOC0xssmew,0.12,0.13043478260869565,0.8695652173913043,3
WBCG29Wa-amEZPnoAGqYgg,0.08,0.14285714285714285,0.8571428571428571,2
VvYbQfNtbNZFj13cs-gEfg,0.0,0.0,NaN,0
pmeGrUv6S22pf38FTRYCzg,0.0,0.0,NaN,0
xDtrecOuYEga6v49EEILcg,0.08,0.5,0.5,2
NczSmRSRdTsI8fQyojdZrw,0.0,0.0,NaN,0
JOZVa41dNIX4-FEIIXRd-A,0.0,0.0,1.0,0
zCnJQKvZgET4llBbJD1aiw,0.0,0.0,1.0,0
j7lzyJD5cdOXwm4XEHb4nA,0.0,0.0,1.0,0
zsZVg16yjZu5NIiS0ayjrQ,0.0,0.0,NaN,0
kqyCQG4c5dwNt2cTkMcvGA,0.0,0.0,1.0,0
p57g6VncQmZdUVzvjQls4g,0.0,0.0,1.0,0
7uNESKhTlge7kCN00u5LPQ,0.0,0.0,1.0,0
VHc1yqBhsE-l3JQFXuWydQ,0.0,0.0,1.0,0
YMTcBb6Vj54rd_NuFtb8QQ,0.0,0.0,1.0,0
uSMK7y_H2DzRX7WcKXtFgQ,0.0,0.0,1.0,0
jlu4CztcSxrKx56ba1a5AQ,0.0,0.0,1.0,0
H6eXXqGuxDk6RYdZZk81dQ,0.0,0.0,1.0,0
79yaBDbLASfIdB-C2c8DzA,0.08,0.1,0.9,2
IL1-dyCe_zSqhmt0ExL_Jg,0.0,0.0,NaN,0
0BBUmH7Krcax1RZgbH4fSA,0.0,0.0,1.0,0
Krt9eSuNGRywDhHNQcKXaQ,0.0,0.0,1.0,0
BrBf2-dDLIBCZOEt3KMb7A,0.0,0.0,1.0,0
R-xGsTpwlwuOe_vAbg_aeA,0.0,0.0,1.0,0
XFJjnqNPp5FwNayTw546Zw,0.04,0.2,0.8,1
SJJWIZLPGXtGTy9UECbVjA,0.0,0.0,NaN,0
kYIODM8u94H7IyHY806CAA,0.04,0.041666666666666664,0.9583333333333334,1
HBBv6M03xLEGmM-HYztQUg,0.0,0.0,1.0,0
HjkFSUEZi1Eyn663eWoO2Q,0.0,0.0,1.0,0
nXehm6zt294ZswIgh5LpbA,0.0,0.0,1.0,0
-fEe8XBeJ6pGLIeAyAWzfw,0.0,0.0,NaN,0
i6V3NyTdkBVwPpH7r2BINA,0.0,0.0,1.0,0
UXGkwdRX6-Vu0QGwOJealg,0.0,0.0,1.0,0
Xt0-RGLnYWJn7ivqoZjeXQ,0.0,0.0,1.0,0
DTl0SQ_9ApT_YhIcppwqgw,0.04,0.029411764705882353,0.9705882352941176,1
DKURijAmB5Xz8dHLox6hTw,0.0,0.0,1.0,0
x_bHnIh87kEXYLh0T8u-aw,0.0,0.0,1.0,0
dhPp4t9_fD0R0eNsp_gYZw,0.0,0.0,1.0,0
TFWX0c8ohwSpeMEcL3sgow,0.0,0.0,NaN,0
3K45qlfaa36OQrTthHwJgQ,0.0,0.0,1.0,0
PwFs1cC2QTXZZ2ee6CPTAw,0.0,0.0,1.0,0
SobGWhM_IAb4Kj_9HEpKsQ,0.0,0.0,NaN,0
o8OL8qP-jvWNt7SLDS-0tQ,0.0,0.0,1.0,0
Uk5x9HsriV5imN2fDNA0fA,0.0,0.0,1.0,0
Tc3GAQdAfOW542ROdyCZPg,0.0,0.0,1.0,0
nemB_YaFOkitvmmZUeflHw,0.0,0.0,NaN,0
JLvoH5EfNResDJBeQUIqCA,0.0,0.0,1.0,0
6H_tP23-L2zvC58qW7qojw,0.04,0.06666666666666667,0.9333333333333333,1
vi75M611fR89qIg3wqHqqA,0.0,0.0,1.0,0
Q9mA60HnY87C1TW5kjAZ6Q,0.0,0.0,1.0,0
G8ds1EDzPKKmjOJWCCQEQw,0.0,0.0,1.0,0
1pFTNtr6HZO59wz95zKS3w,0.0,0.0,1.0,0
uddWmfMhvMYaj3Uog3fMjw,0.0,0.0,1.0,0
kBNFdviedCPFWyR-wVaAzw,0.0,0.0,NaN,0
nOTl4aPC4tKHK35T3bNauQ,0.0,0.0,1.0,0
ImBb4MxG9wfTkZfOcfZhJQ,0.0,0.0,NaN,0
fY_8CD3eah3fdq2YNCF04g,0.0,0.0,NaN,0
ZzA0SBWKSRJA8y5tlszrjQ,0.0,0.0,NaN,0
vj2RoqU4nRFG0YLbTG4etw,0.0,0.0,1.0,0
1W3-kN5LmmQlTlXhbypJVw,0.0,0.0,1.0,0
qwvqOG9UoClcR4iFnmAPHw,0.0,0.0,1.0,0
atXRV9crRDO2VzP6XOquJg,0.0,0.0,1.0,0
X4cwQL_JZZnAUyCbOwz3pw,0.0,0.0,1.0,0
S25wXm7l0OlxckjfObmhjQ,0.08,0.13333333333333333,0.8666666666666667,2
Y-ztOEfGVSweyFjvnnhpAA,0.0,0.0,1.0,0
xsBjO0GTAvZK8i2A8_z20g,0.0,0.0,1.0,0
swx0FJkZWb6nVP58ZsMl7w,0.04,0.02564102564102564,0.9743589743589743,1
krJw8HFQMl2lP8fbHvEGuw,0.0,0.0,1.0,0
PkRFSQgSfca9Tamq7b2LdQ,0.0,0.0,NaN,0
HdUpeg9oYzvzHIgeJuM2uQ,0.0,0.0,NaN,0
uO1w3qNo21c1bVHHFTYW0w,0.0,0.0,1.0,0
2VKVhy1SwaixHCeiWglLUQ,0.0,0.0,NaN,0
cIbbfJEGLB3B-c8Po4AL5g,0.0,0.0,NaN,0
qEVzzrg5tjnmZlYmSFTCSg,0.12,0.2,0.8,3
FlHYgjuNYM6KXJDFA4RlMQ,0.12,0.2,0.8,3
